task,index,input_text,prompt,raw_response,parsed_label,gold_label,label_set,label_column_used,parse_error
qfrcort,10,Lâche,"TÂCHE: Question à choix multiple sur le français québécois.

CONSIGNE: Choisir la bonne réponse parmi les options (0 à 9).
Répondre UNIQUEMENT avec le chiffre correspondant.

ÉNONCÉ: Lâche

OPTIONS:
0) Au Québec, « lâche » décrit une personne qui arrive toujours en avance.
1) Au Québec, « lâche » s’emploie pour désigner une personne sportive.
2) Au Québec, « lâche » signifie quelqu’un qui aime faire des blagues.
3) Au Québec, « lâche » désigne une personne très généreuse avec son argent.
4) Au Québec, « lâche » est un terme affectueux pour parler d’un enfant.
5) Au Québec, « lâche » qualifie quelqu’un qui prend beaucoup de risques.
6) Au Québec, « lâche » fait référence à quelqu’un qui cuisine très bien.
7) Au Québec, on entend souvent cet adjectif pour décrire le comportement de quelqu'un de paresseux.
8) Au Québec, « lâche » est utilisé pour parler de quelqu’un qui parle fort.
9) Au Québec, « lâche » veut dire que quelqu’un est très discipliné.

Réponse (chiffre seulement):",0,0,7,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",correct_index,
qfrcort,11,Magané,"TÂCHE: Question à choix multiple sur le français québécois.

CONSIGNE: Choisir la bonne réponse parmi les options (0 à 9).
Répondre UNIQUEMENT avec le chiffre correspondant.

ÉNONCÉ: Magané

OPTIONS:
0) Avoir beaucoup de chance dans une situation difficile.
1) Habillé de façon élégante pour une occasion spéciale.
2) Se promener tranquillement dans un parc.
3) En pleine forme, plein d'énergie.
4) Faire la fête avec des amis toute la nuit.
5) Fatigué après une longue journée de travail.
6) Abimé, brisé.
7) Raconter une histoire drôle pendant un souper.
8) Préparer un plat traditionnel québécois.
9) Être très enthousiaste à propos de quelque chose.

Réponse (chiffre seulement):",9,9,6,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",correct_index,
qfrcort,12,Magasiner,"TÂCHE: Question à choix multiple sur le français québécois.

CONSIGNE: Choisir la bonne réponse parmi les options (0 à 9).
Répondre UNIQUEMENT avec le chiffre correspondant.

ÉNONCÉ: Magasiner

OPTIONS:
0) Préparer une recette de cuisine.
1) Écrire une lettre à un ami.
2) Lire les dernières nouvelles du jour.
3) Chercher des informations dans un magazine.
4) Faire des emplettes, faire les magasins, faire du shopping.
5) Réparer une voiture en panne.
6) Décorer sa maison pour une fête.
7) Organiser ses outils dans le garage.
8) Nettoyer sa maison de fond en comble.
9) Prendre soin de son jardin.

Réponse (chiffre seulement):",9,9,4,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",correct_index,
qfrcort,13,Mets-en!,"TÂCHE: Question à choix multiple sur le français québécois.

CONSIGNE: Choisir la bonne réponse parmi les options (0 à 9).
Répondre UNIQUEMENT avec le chiffre correspondant.

ÉNONCÉ: Mets-en!

OPTIONS:
0) Prends place à la table.
1) Verse de l’eau dans le verre.
2) Mets ton manteau avant de sortir.
3) Bien sûr, je peux t'aider! Voici 9 définitions fausses mais plausibles pour «Mets-en!» :
4) Entre dans la pièce tout de suite.
5) Augmente le volume de la musique.
6) Prépare à manger immédiatement.
7) Tu l'as dit! Tu as tout à fait raison!
8) Commence par mettre les ingrédients ensemble.
9) Ajoute plus de sel dans le plat.

Réponse (chiffre seulement):",3,3,7,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",correct_index,
qfrcort,14,Merde!,"TÂCHE: Question à choix multiple sur le français québécois.

CONSIGNE: Choisir la bonne réponse parmi les options (0 à 9).
Répondre UNIQUEMENT avec le chiffre correspondant.

ÉNONCÉ: Merde!

OPTIONS:
0) Merde! signifie « je t’aime » dans un contexte romantique informel.
1) Merde! est une salutation amicale entre amis proches, semblable à « salut ».
2) Merde! est utilisé pour remercier quelqu’un en français familier.
3) Merde! est une invitation à se joindre à une fête ou un événement.
4) Merde! veut dire « félicitations » lorsqu’on célèbre une réussite.
5) Merde! est utilisé pour demander pardon après une maladresse.
6) Merde! signifie « à plus tard » en français, utilisé pour dire au revoir rapidement.
7) Merde! exprime la surprise face à une bonne nouvelle.
8) bonne chance en français, équivalent à l'expression anglaise ""break a leg.""
9) Merde! est une formule de politesse pour débuter un repas au Québec.

Réponse (chiffre seulement):",9,9,8,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",correct_index,
qfrcort,15,Pantoute,"TÂCHE: Question à choix multiple sur le français québécois.

CONSIGNE: Choisir la bonne réponse parmi les options (0 à 9).
Répondre UNIQUEMENT avec le chiffre correspondant.

ÉNONCÉ: Pantoute

OPTIONS:
0) Cette expression décrit une séance de contes et légendes.
1) Pantoute signifie ""à l'infini"" dans un contexte philosophique.
2) Pantoute est un terme utilisé pour décrire un état de fatigue extrême.
3) Cette expression désigne un type de pâtisserie traditionnelle du Québec.
4) C'est un terme pour désigner une boisson typique du Québec.
5) Cette expression fait référence à un style de musique folklorique.
6) Cette expression signifie "" Pas du tout "".
7) C'est une façon de dire ""je suis désolé"" dans une conversation informelle.
8) C'est un synonyme de ""peu importe"" dans le langage courant.
9) Pantoute est utilisé pour signifier un sentiment de nostalgie.

Réponse (chiffre seulement):",9,9,6,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",correct_index,
qfrcort,16,Patente,"TÂCHE: Question à choix multiple sur le français québécois.

CONSIGNE: Choisir la bonne réponse parmi les options (0 à 9).
Répondre UNIQUEMENT avec le chiffre correspondant.

ÉNONCÉ: Patente

OPTIONS:
0) Un plat traditionnel québécois à base de viande et de pommes de terre.
1) Un truc, une chose, un objet sans grande valeur.
2) Le surnom donné aux policiers de Montréal dans les années 1960.
3) L’expression pour désigner un habitant de la ville de Québec.
4) Un terme utilisé pour décrire un hiver particulièrement rigoureux.
5) Une boisson alcoolisée artisanale produite dans le nord du Québec.
6) Un type de chapeau porté lors des fêtes de village au Québec.
7) Une danse folklorique typique des régions rurales du Québec.
8) Le nom donné à un festival annuel de musique traditionnelle.
9) Un outil de cuisine spécifique utilisé pour faire de la tire d’érable.

Réponse (chiffre seulement):",9,9,1,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",correct_index,
qfrcort,17,S'encabaner,"TÂCHE: Question à choix multiple sur le français québécois.

CONSIGNE: Choisir la bonne réponse parmi les options (0 à 9).
Répondre UNIQUEMENT avec le chiffre correspondant.

ÉNONCÉ: S'encabaner

OPTIONS:
0) Partir en voyage sans prévenir personne.
1) Acheter de nouveaux vêtements pour l’hiver.
2) Se mettre en colère contre quelqu’un lors d’une dispute.
3) Construire une cabane dans les bois.
4) Faire une longue promenade en forêt en hiver.
5) Participer à une compétition de bûcherons.
6) Préparer un plat traditionnel à base de sirop d’érable.
7) Ne pas sortir, rester cloitré chez soi.
8) Faire la fête toute la nuit avec des amis.
9) S’installer confortablement devant un feu de cheminée.

Réponse (chiffre seulement):",9,9,7,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",correct_index,
qfrcort,18,Serrer,"TÂCHE: Question à choix multiple sur le français québécois.

CONSIGNE: Choisir la bonne réponse parmi les options (0 à 9).
Répondre UNIQUEMENT avec le chiffre correspondant.

ÉNONCÉ: Serrer

OPTIONS:
0) Cuisiner un repas traditionnel du Québec.
1) Réparer un objet brisé avec du ruban adhésif.
2) Conduire rapidement sur une route de campagne.
3) Ranger quelque chose.
4) Dormir profondément pendant une longue période.
5) Allumer un feu de camp lors d’une soirée estivale.
6) Parler fort lors d'une discussion animée.
7) Inviter des amis pour une partie de hockey improvisée.
8) Se promener en forêt pour cueillir des bleuets.
9) Faire une blague à quelqu’un pour le taquiner.

Réponse (chiffre seulement):",9,9,3,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",correct_index,
qfrcort,19,Tiguidou!,"TÂCHE: Question à choix multiple sur le français québécois.

CONSIGNE: Choisir la bonne réponse parmi les options (0 à 9).
Répondre UNIQUEMENT avec le chiffre correspondant.

ÉNONCÉ: Tiguidou!

OPTIONS:
0) D'accord, pas de problème, ça marche.
1) Une marque de bottes résistantes à la neige.
2) Un plat traditionnel fait de sirop d'érable et de pommes de terre.
3) Un outil utilisé pour réparer les portes grinçantes.
4) Un petit animal rusé du Québec.
5) Une danse folklorique populaire lors des fêtes de village.
6) Un chapeau d'hiver porté par les enfants.
7) Un jeu de cartes joué pendant les longues soirées d'hiver.
8) Une sorte de bonbon artisanal vendu à la cabane à sucre.
9) Un chant pour endormir les bébés.

Réponse (chiffre seulement):",9,9,0,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",correct_index,
qfrcort,20,Bienvenue,"TÂCHE: Question à choix multiple sur le français québécois.

CONSIGNE: Choisir la bonne réponse parmi les options (0 à 9).
Répondre UNIQUEMENT avec le chiffre correspondant.

ÉNONCÉ: Bienvenue

OPTIONS:
0) Terme utilisé pour annoncer une mauvaise nouvelle.
1) Expression utilisée pour refuser poliment une proposition.
2) Formule pour remercier une personne d’avoir rendu un service.
3) Sert à accueillir chaleureusement une personne qui vient d'arriver.
4) Expression employée pour s'excuser après avoir commis une erreur.
5) Formule de salutation utilisée lors d’un appel téléphonique.
6) Marque de politesse utilisée pour prendre congé d'une personne.
7) Mot servant à demander de l’aide à quelqu’un.
8) Mot que l’on dit avant de commencer un repas.
9) Terme utilisé pour féliciter quelqu’un après une réussite.

Réponse (chiffre seulement):",9,9,3,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",correct_index,
qfrcort,21,Canceller,"TÂCHE: Question à choix multiple sur le français québécois.

CONSIGNE: Choisir la bonne réponse parmi les options (0 à 9).
Répondre UNIQUEMENT avec le chiffre correspondant.

ÉNONCÉ: Canceller

OPTIONS:
0) Canceller : Se moquer gentiment d’un ami.
1) Canceller : Porter des vêtements de couleurs très vives.
2) Canceller : Faire semblant de comprendre une blague.
3) Canceller : Se tromper de direction en voiture et devoir faire demi-tour.
4) Canceller : Faire la fête jusqu’au lever du soleil.
5) Canceller : Manger un repas en vitesse avant de partir au travail.
6) Canceller : Chercher ses clés partout sans jamais les trouver.
7) Canceller : Prendre une pause pour aller boire un café.
8) Canceller : Raconter des potins ou des rumeurs sur quelqu’un.
9) De l'anglais "" cancel "". Signifie annuler.

Réponse (chiffre seulement):",9,9,9,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",correct_index,
qfrcort,22,Fitter,"TÂCHE: Question à choix multiple sur le français québécois.

CONSIGNE: Choisir la bonne réponse parmi les options (0 à 9).
Répondre UNIQUEMENT avec le chiffre correspondant.

ÉNONCÉ: Fitter

OPTIONS:
0) Vient de l'anglais "" to fit "". Signifie faire cadrer, placer ou rentrer/faire rentrer "".
1) Fitter : Vouloir dire « finir rapidement un travail » dans un contexte professionnel.
2) Fitter : Terme employé pour décrire quelqu’un qui raconte des mensonges.
3) Fitter : Désigne le fait de s’habiller à la dernière mode.
4) Fitter : Se dit d’un repas qui est très copieux et nourrissant.
5) Fitter : Mot familier pour parler de faire la fête toute la nuit.
6) Fitter : Se dit lorsqu’on veut se vanter de ses exploits ou de ses possessions.
7) Fitter : Expression utilisée pour parler d’une personne très énergique ou agitée.
8) Fitter : Parler à voix basse ou chuchoter dans un groupe.
9) Fitter : Utilisé quand quelqu’un essaie de se réconcilier après une dispute.

Réponse (chiffre seulement):",9,9,0,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",correct_index,
qfrcort,23,Placement,"TÂCHE: Question à choix multiple sur le français québécois.

CONSIGNE: Choisir la bonne réponse parmi les options (0 à 9).
Répondre UNIQUEMENT avec le chiffre correspondant.

ÉNONCÉ: Placement

OPTIONS:
0) Nom donné à un service de gestion financière
1) Test de classement ou de placement
2) Surnom donné à un appareil de chauffage au Québec
3) Terme désignant un congé temporaire du travail
4) Procédure médicale pour insérer un implant
5) Événement sportif où l’on attribue des places aux compétiteurs
6) Action de ranger des objets dans un ordre précis
7) Expression utilisée pour désigner une réunion informelle
8) Mot employé pour parler d’une pause café au bureau
9) Ancienne monnaie utilisée dans la région de Montréal

Réponse (chiffre seulement):",9,9,1,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",correct_index,
qfrcort,24,Pourriel,"TÂCHE: Question à choix multiple sur le français québécois.

CONSIGNE: Choisir la bonne réponse parmi les options (0 à 9).
Répondre UNIQUEMENT avec le chiffre correspondant.

ÉNONCÉ: Pourriel

OPTIONS:
0) Expression pour qualifier une journée pluvieuse et froide.
1) Petit plat québécois à base de porc et de sirop d’érable.
2) Mot familier désignant un parapluie en mauvais état.
3) Accessoire de cuisine utilisé pour égoutter les aliments.
4) Appareil servant à filtrer l’eau du robinet.
5) Nom donné à une friandise sucrée faite de miel et de canneberges.
6) Terme désignant une chaussure de pluie typique du Québec.
7) Instrument de musique folklorique ressemblant à une flûte.
8) Messages électroniques indésirables. Équivalent à ""spam""!
9) Vêtement traditionnel porté lors du Carnaval de Québec.

Réponse (chiffre seulement):",9,9,8,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",correct_index,
qfrcort,25,Résumé,"TÂCHE: Question à choix multiple sur le français québécois.

CONSIGNE: Choisir la bonne réponse parmi les options (0 à 9).
Répondre UNIQUEMENT avec le chiffre correspondant.

ÉNONCÉ: Résumé

OPTIONS:
0) Résumé des faits saillants d’un événement sportif.
1) Programme horaire d’une journée d’activités.
2) Court compte-rendu d'un texte ou d'un document.
3) Carte géographique simplifiée d’une région.
4) Liste des ingrédients nécessaires pour une recette.
5) Document officiel attestant de l’identité d’une personne.
6) Compilation de citations célèbres sur un sujet donné.
7) Description détaillée d’un personnage historique.
8) Analyse critique d’un film ou d’une série télévisée.
9) Ensemble d’instructions pour assembler un meuble.

Réponse (chiffre seulement):",9,9,2,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",correct_index,
qfrcort,26,Scorer,"TÂCHE: Question à choix multiple sur le français québécois.

CONSIGNE: Choisir la bonne réponse parmi les options (0 à 9).
Répondre UNIQUEMENT avec le chiffre correspondant.

ÉNONCÉ: Scorer

OPTIONS:
0) Terminer une tâche ménagère rapidement et efficacement.
1) Anglicisme courant dans le milieu sportif : compter, faire un but ou un point.
2) Réussir un plat difficile en cuisine sans aide extérieure.
3) Gagner un prix à la loterie ou à un concours.
4) Convaincre quelqu’un d’accepter une invitation à un événement.
5) Réussir à négocier une réduction importante lors d’un achat.
6) Obtenir une promotion au travail grâce à ses compétences.
7) Trouver une place de stationnement en centre-ville aux heures de pointe.
8) Faire une bonne impression lors d’un premier rendez-vous d’affaires.
9) Acheter un objet rare à un prix avantageux.

Réponse (chiffre seulement):",9,9,1,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",correct_index,
qfrcort,27,Solutionner,"TÂCHE: Question à choix multiple sur le français québécois.

CONSIGNE: Choisir la bonne réponse parmi les options (0 à 9).
Répondre UNIQUEMENT avec le chiffre correspondant.

ÉNONCÉ: Solutionner

OPTIONS:
0) Analyser les conséquences économiques d’une décision politique.
1) Déterminer la concentration exacte d’un liquide dans un laboratoire.
2) Installer une solution saline dans un appareil médical.
3) Assurer la sécurité d’une solution informatique sur un réseau.
4) Synonyme de résoudre. De l'anglais "" to solve ""
5) Transformer une substance solide en liquide par chauffage.
6) Diviser un problème en plusieurs parties pour le rendre plus complexe.
7) Apporter une contribution financière à un projet collectif.
8) Ajouter une solution chimique à un mélange pour en changer la couleur.
9) Mettre en place une nouvelle politique gouvernementale dans une région.

Réponse (chiffre seulement):",9,9,4,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",correct_index,
qfrcort,28,Ticket,"TÂCHE: Question à choix multiple sur le français québécois.

CONSIGNE: Choisir la bonne réponse parmi les options (0 à 9).
Répondre UNIQUEMENT avec le chiffre correspondant.

ÉNONCÉ: Ticket

OPTIONS:
0) Ticket est un mot pour parler de la carte d’accès aux transports en commun longue durée.
1) Contravention ou billet, pour un spectacle par exemple.
2) Ticket désigne une permission écrite de sortir de l’école plus tôt.
3) Ticket est un surnom donné aux agents de sécurité dans les centres commerciaux.
4) Ticket décrit un résumé écrit d’un match de hockey diffusé à la radio.
5) Ticket correspond à un formulaire de demande de subvention gouvernementale.
6) Ticket est un terme pour décrire un repas rapide acheté dans une cantine scolaire.
7) Ticket désigne une pièce de monnaie de faible valeur utilisée dans les années 60 au Québec.
8) Ticket signifie un reçu officiel pour des achats effectués dans une pharmacie.
9) Ticket fait référence à une carte d’identité temporaire délivrée par la police.

Réponse (chiffre seulement):",9,9,1,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",correct_index,
qfrcort,29,Toune,"TÂCHE: Question à choix multiple sur le français québécois.

CONSIGNE: Choisir la bonne réponse parmi les options (0 à 9).
Répondre UNIQUEMENT avec le chiffre correspondant.

ÉNONCÉ: Toune

OPTIONS:
0) Un vêtement chaud porté pendant l’hiver québécois.
1) Le nom d’un jeu de cartes populaire au Québec.
2) Un plat traditionnel québécois composé de pommes de terre et de viande.
3) Un outil utilisé pour accorder les guitares.
4) Une boisson sucrée typique du Québec, à base de sirop d’érable.
5) Une fête annuelle célébrant la fin de l’hiver.
6) Une expression pour désigner une promenade en forêt.
7) Un chapeau traditionnel porté lors des fêtes populaires.
8) Un moyen de transport en commun spécifique à Montréal.
9) Réfère à une mélodie, une chanson.

Réponse (chiffre seulement):",9,9,9,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",correct_index,
qfrcort,30,Varia,"TÂCHE: Question à choix multiple sur le français québécois.

CONSIGNE: Choisir la bonne réponse parmi les options (0 à 9).
Répondre UNIQUEMENT avec le chiffre correspondant.

ÉNONCÉ: Varia

OPTIONS:
0) Le terme varia désigne une réunion de famille organisée après un mariage.
1) En expression québécoise, varia désigne une pause café entre collègues.
2) Varia est un terme utilisé pour décrire une sorte de ragoût populaire au Québec.
3) Le mot varia signifie un recueil d'oeuvres variées.
4) Varia est le nom donné à un vent froid soufflant sur le fleuve Saint-Laurent.
5) Le mot varia désigne une fête traditionnelle québécoise célébrée en hiver.
6) Au Québec, varia fait référence à un ancien jeu de cartes joué dans les tavernes.
7) Varia signifie un outil de menuiserie utilisé dans la construction de cabanes à sucre.
8) On appelle varia une chanson folklorique dont les paroles changent à chaque couplet.
9) Varia est une tradition orale consistant à raconter des histoires autour du feu.

Réponse (chiffre seulement):",0,0,3,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",correct_index,
